user_id,nativeLang,task3v4
106082,English,0.5
106084,English,1
106087,English,0.6
106091,German,1
106092,English,0.5
106093,English,0.7
106095,English,0.7
106096,English,0.7
10610,English,0.5
106103,English,0.65
106104,English,0.4
106116,English,0.8
10612,Dutch,0.7
106123,English,0.65
106130,English,0.6
106132,English,0.55
106135,English,0.6
106139,English,0.45
106142,English,0.6
106146,English,0.9
106149,English,0.65
10616,English,0.3
106162,Tagalog,0.3
106167,English,0.6
106172,English,0.6
106174,English,0.55
106175,American Sign Language,0.65
106178,English,0.45
106183,English,0.6
106188,English,0.5
106192,English,0.65
106194,Chinese/Mandarin,1
1062,English,0.5
106201,English,0.75
10621,English,1
106212,English,0.7
106215,English,0.75
106217,English,1
10622,English,0.65
106224,English,1
106236,Tagalog,0.5
10624,English,0.7
106240,English,0.65
106252,English,0.65
106253,English,0.45
106263,English,0.9
106264,English,0.7
106265,English,0.4
10627,English,0.8
106276,English,0.6
106279,English,0.6
106283,English,0.55
106286,English,0.6
106287,English,0.45
106298,English,0.7
106302,Chinese/Cantonese/Yue,0.55
106304,French,0.8
106310,English,0.65
106327,English,0.45
106335,English,0.35
106337,English,0.95
106339,English,0.4
10634,English,0.75
106340,English,1
106347,English,0.65
106348,English,0.65
106349,English,0.6
106354,English,0.6
106358,English,0.15
106364,English,0.65
106366,English,0.4
106368,English,1
106373,English,1
106378,English,0.5
106394,English,0.5
106396,English,0.85
106420,Portuguese,0.45
106421,English,0.55
106422,English,0.9
106427,English,1
10643,English,0.45
106434,English,0.55
10644,Portuguese,0.55
106448,English,0.95
106454,English,0.25
10646,Polish,0.6
106466,Chinese/Cantonese/Yue,0.75
106468,English,0.75
106472,English,1
106484,English,1
106494,English,0.5
106495,English,0.55
106496,English,0.8
106499,English,0.3
1065,Spanish,0.65
106502,English,0.55
106508,English,0.4
106509,English,0.45
106516,English,0.3
106523,English,0.75
106524,Spanish,0.45
106529,English,0.9
106538,English,0.5
106547,English,0.6
106550,Spanish,0.6
106552,Chinese/Cantonese/Yue,0.4
106556,Tagalog,0.55
106562,English,0.6
106563,English,0.6
106564,English,0.9
106567,English,0.45
106575,French,1
106577,Bulgarian,0.9
106582,English,0.75
106583,Hindi,0.5
106585,English,0.85
106591,Chinese/Mandarin,0.35
106595,English,0.65
106600,English,1
106603,English,0.55
106610,Malay,0.55
106611,English,0.75
106613,English,0.5
106617,English,0.45
106621,English,0.95
106623,English,0.75
106624,English,0.9
106626,English,0.6
106632,English,0.45
106635,Nepalese,0.65
106638,German,0.5
106646,English,0.8
106652,English,0.4
106661,English,0.6
106663,English,0.7
10667,English,0.7
106670,English,0.45
10668,English,1
106681,English,0.6
106689,English,0.65
106697,English,0.5
106698,English,0.85
10670,English,1
106700,English,0.3
106703,English,0.45
106716,English,0.6
10672,Arabic,0.4
106720,English,0.85
106727,English,0.65
106728,English,0.55
106735,English,0.5
106740,English,0.65
106745,English,0.65
106748,English,0.55
106749,English,0.55
106751,English,0.35
106752,English,0.25
106753,English,1
106755,English,1
106756,English,0.55
106764,Tagalog,0.6
106768,English,0.35
106769,English,0.9
106770,English,0.8
106771,English,0.95
106785,English,0.5
106789,English,0.5
106796,English,0.95
1068,English,0.9
106802,English,1
106811,English,0.5
106817,English,0.9
106827,English,0.55
106829,English,0.7
106830,English,0.6
106832,English,0.6
106833,English,0.55
106839,Chinese/Mandarin,0.4
106845,English,0.4
106858,English,0.5
10686,Indonesian,0.45
10687,English,0.5
106873,English,0.8
106882,English,0.95
106883,English,0.65
106888,English,0.65
106889,English,0.4
10689,English,0.8
106890,Portuguese,0.3
106898,English,0.95
106906,English,0.95
106931,Spanish,0.45
10694,English,0.75
106949,Spanish,1
106950,English,0.6
106951,English,0.95
106958,English,0.8
106961,English,1
106963,Korean,0.65
106965,English,0.95
106978,English,0.5
106980,Icelandic,0.35
106982,English,0.65
106988,English,0.6
10699,French,0.8
106995,English,0.8
106998,English,0.45
1070,English,0.8
10700,English,0.9
107002,Chinese/Hokkien,1
107003,Chinese/Mandarin,0.55
107009,English,0.6
107011,English,0.65
107013,English,0.4
10702,Portuguese,0.55
107025,English,0.85
107029,English,0.7
107031,English,0.55
10704,English,0.45
107041,Arabic,0.4
107043,English,0.6
107047,English,1
107048,Chinese/Cantonese/Yue,0.7
10705,English,0.9
107051,English,0.65
107064,Arabic,0.4
107074,English,0.55
107083,Spanish,1
10709,English,0.75
107092,English,0.55
10711,Portuguese,0.7
107114,English,0.4
107116,English,0.45
107122,English,0.45
107123,English,0.55
107127,English,0.7
107132,English,0.55
107133,English,0.6
107137,Hindi,0.55
107138,English,0.55
107141,Russian,0.65
107148,English,0.7
107151,English,0.45
107157,English,0.65
107158,Chinese/Mandarin,0.95
107160,English,0.65
107163,English,0.45
107167,English,0.9
107171,English,0.35
107177,English,0.65
107178,English,0.4
107181,Chinese/Mandarin,0.4
107182,English,0.55
107194,English,0.5
107196,English,0.8
107197,English,0.6
107198,English,0.55
107207,English,0.5
107210,English,0.75
107216,English,0.45
107223,Other,0.75
107225,English,0.45
107226,English,0.45
107229,English,1
107236,English,1
107249,English,0.2
10726,English,0.5
107260,English,0.55
107267,English,0.6
10727,French,0.4
107275,English,0.55
107277,English,0.55
107284,English,0.7
10729,English,0.75
107292,English,0.7
107296,English,0.75
107298,English,0.95
107302,English,0.65
107307,English,0.85
107312,Malayalam,0.65
10733,English,0.5
107333,French,0.9
107336,English,1
107342,English,0.6
107358,English,0.65
10736,English,0.9
107370,English,0.55
107375,English,0.6
10738,Danish,0.55
107384,English,0.85
107387,English,0.35
10739,English,0.4
107393,English,0.5
107404,English,0.3
107412,English,0.75
107414,English,0.4
107416,English,0.85
107420,English,0.45
107425,English,0.6
107429,English,0.55
10743,English,0.65
107431,French,0.45
107434,English,1
10744,Dutch,1
107451,English,0.45
107452,English,0.55
107455,French,0.65
10746,English,0.65
10747,English,1
10748,English,0.7
107484,Arabic,0.35
107491,English,0.55
107496,English,0.85
10750,Spanish,0.35
107501,English,0.7
107503,English,0.75
107507,Spanish,0.6
107508,English,0.95
107509,English,0.35
10751,English,0.55
107515,English,0.85
107525,English,0.95
107532,English,0.65
107537,English,0.55
107542,Chinese/Mandarin,0.6
107544,English,0.95
107551,English,0.55
107552,English,0.8
107553,Telugu,0.45
107556,English,0.5
107557,English,1
10756,English,0.55
107560,English,0.75
107562,English,0.85
107563,English,0.55
107567,English,1
10757,English,0.45
107571,English,0.9
107572,English,0.6
107579,English,0.65
107582,Chinese/Mandarin,0.5
107586,English,0.5
107588,English,0.4
107590,English,0.95
107603,English,0.7
107604,English,0.6
107606,Chinese/Mandarin,0.4
107615,English,0.55
107619,English,0.5
107622,English,0.55
107624,English,0.45
10763,English,0.7
107646,English,1
107647,English,0.7
107651,English,0.7
107653,English,0.65
107654,English,0.65
107656,Spanish,0.55
107665,English,0.7
107667,English,1
10767,English,0.55
107691,English,0.6
107695,English,0.35
107699,English,0.45
10770,German,0.4
107715,English,0.55
107719,English,0.5
107725,English,0.75
10773,Chinese/Cantonese/Yue,0.65
107734,English,0.65
107738,English,0.5
107739,English,0.6
107747,English,0.95
10775,English,0.5
10776,English,0.7
107760,English,0.95
107768,Tamil,0.6
107771,English,0.85
107772,English,0.4
107776,English,0.35
107778,English,0.65
107779,English,0.65
107780,English,0.5
107787,English,0.6
10779,English,0.65
10780,English,0.65
10781,English,0.6
107820,English,0.5
107822,Chinook,0.65
107825,English,0.45
107826,English,0.55
107827,English,1
107829,English,0.9
107837,Portuguese,0.8
107848,Spanish,0.45
107849,English,0.5
107850,English,0.55
107858,English,0.75
107859,English,1
10786,English,0.5
107863,English,0.5
107865,Chinese/Mandarin,0.55
107869,English,0.4
107873,Turkish,0.95
107877,English,0.5
107886,English,0.45
107897,English,0.7
107900,German,0.45
107902,English,0.7
107904,English,0.45
10791,English,0.5
107911,English,0.7
107919,English,0.5
107923,English,0.9
10793,English,0.45
107933,English,0.9
107939,Norwegian,0.5
10794,Danish,0.95
107946,English,0.5
10795,English,0.3
107954,English,0.6
107971,English,0.95
107972,English,0.6
107982,English,0.6
107985,Farsi,0.6
107988,Ukrainian,0.5
107995,English,0.6
108000,English,0.5
108005,Spanish,0.45
108006,English,0.55
108009,English,1
10801,English,0.4
108015,English,0.6
108018,English,0.5
108020,English,0.7
108021,English,1
108034,English,0.45
108061,English,0.45
108067,English,0.55
10807,English,0.45
108088,English,0.95
108091,English,0.35
108093,English,0.25
108096,English,0.95
1081,English,0.95
108108,English,0.4
108109,English,0.55
10811,Swedish,0.55
108111,English,0.95
108115,English,1
108118,English,0.6
108119,English,0.65
108120,Spanish,1
108139,English,0.5
108143,English,0.65
108146,English,0.7
108147,English,0.4
108148,English,0.55
10815,Italian,0.55
108164,English,0.75
10817,English,0.7
108174,English,0.55
108176,English,0.8
108177,English,0.8
108178,English,1
108184,English,0.85
108193,English,0.9
108198,English,0.45
108208,Greek,0.6
10821,English,0.65
108216,English,0.55
10822,English,0.55
108222,English,0.5
108228,English,0.8
10823,German,0.45
108231,English,0.6
108240,English,0.45
108248,English,0.95
108249,English,1
108261,English,1
108274,English,0.35
108285,English,1
108287,English,0.8
108290,English,0.55
108292,English,0.6
108299,English,0.8
10830,English,0.45
108301,English,0.6
108313,English,0.6
108314,English,0.8
108318,English,0.95
108325,English,0.95
108327,English,0.75
108332,English,0.75
108334,English,0.6
108336,English,1
10834,Finnish,0.85
108341,English,0.5
108342,Malay,0.65
108348,Malay,0.95
108349,English,0.5
108355,English,0.7
108356,English,0.55
108359,English,0.75
10836,English,0.5
108364,English,0.4
108366,Greek,0.4
108377,English,0.45
108378,Spanish,0.45
108382,English,0.75
108383,Chinese/Cantonese/Yue,0.75
108393,English,0.75
108396,English,0.65
1084,English,1
10840,English,0.6
108401,English,0.85
108408,English,0.75
108409,English,0.55
108419,English,0.65
108427,English,0.9
108430,German,0.7
108431,English,0.7
108436,English,0.95
108438,English,0.6
10844,Portuguese,0.45
108440,Malay,0.35
108447,English,0.45
108459,English,0.45
108463,English,0.45
108466,English,0.6
10847,English,0.7
108471,English,0.55
108484,English,0.6
108489,English,0.3
10849,English,0.95
108492,English,0.3
108501,English,0.65
108521,English,0.8
108528,English,1
108531,English,1
108533,Spanish,1
10854,English,0.65
108540,English,0.7
108546,English,1
108549,English,0.6
108559,English,0.55
108560,English,0.6
108563,English,0.55
108564,Norwegian,0.8
10857,English,0.9
108571,English,0.95
108588,English,0.75
108593,English,0.7
108599,English,0.65
10860,English,0.95
108603,English,0.95
108608,English,0.4
108611,English,1
108612,English,0.45
108613,Spanish,0.9
108617,English,0.95
108618,English,0.7
108633,English,0.9
108635,English,0.55
10864,English,0.6
108646,English,0.65
108659,English,0.95
108665,German,0.95
108677,English,0.45
108689,English,0.9
108690,English,0.95
108705,English,0.65
108719,English,0.8
108724,English,0.6
108729,English,0.45
10873,English,1
108740,Tamil,0.45
108750,English,1
108751,English,0.55
108752,English,0.65
108759,English,1
108763,Korean,1
108768,English,0.95
108769,English,0.6
108778,Spanish,0.7
108781,English,0.55
108783,English,0.85
108785,English,0.6
108796,English,0.85
108806,Indonesian,0.55
10881,English,0.75
108815,English,0.9
108816,English,0.65
10882,English,0.4
108824,Romanian,0.75
108837,English,0.65
108839,English,0.65
10884,English,0.8
108846,English,0.4
108857,English,0.45
108863,English,0.55
108866,English,0.4
108869,English,0.6
108870,English,0.55
108873,English,0.9
108890,English,0.6
108897,Romanian,0.3
108901,English,1
108913,English,0.6
108921,Romanian,0.35
108941,English,0.75
10895,German,0.55
108954,English,0.5
108967,English,0.45
10898,English,0.45
109,Spanish,0.4
109003,English,1
109006,English,0.5
10901,English,0.4
109010,Ukrainian,0.65
109020,Dutch,0.95
109021,English,0.65
109026,Nepalese,0.45
109033,English,0.7
109046,English,0.5
109048,English,1
109056,English,0.65
109072,Chinese/Cantonese/Yue,0.35
109077,English,0.6
109078,English,0.6
109090,English,0.65
109097,English,0.35
109100,English,0.65
109106,English,0.75
109109,Swedish,0.6
109119,Estonian,0.5
109128,English,0.5
109137,Tagalog,0.45
109139,English,0.5
109140,Ukrainian,0.55
109145,Romanian,0.5
109157,English,0.7
109161,Romanian,0.65
109162,Dutch,0.45
109168,French,0.65
109170,Chinese/Mandarin,0.45
109174,English,0.5
109177,Catalan,0.55
109179,Romanian,0.6
10918,English,0.6
109180,Dutch,0.35
109183,Chinese/Hokkien,0.35
10919,English,0.4
109192,English,0.6
1092,Spanish,0.75
109202,French,0.7
109203,English,0.55
109213,English,0.6
10922,German,0.65
109223,Swedish,0.75
109237,English,0.5
109244,English,0.4
109258,Tagalog,0.9
10926,Swedish,0.55
109266,English,1
10927,English,0.55
109274,English,0.55
109276,French,0.6
109277,English,0.35
109278,German,0.5
109282,Polish,0.45
109283,French,0.6
109285,English,0.95
109286,English,0.65
109287,English,0.55
10929,English,0.55
109292,Marathi,0.6
109296,Swedish,0.5
109299,Romanian,1
109314,German,1
109329,English,0.65
109334,Swedish,0.95
109336,English,0.55
109338,Swedish,0.25
10934,English,0.55
109340,English,0.65
109351,Swedish,0.9
109361,Romanian,0.3
109364,Spanish,0.5
109373,English,0.35
109376,English,0.95
109378,English,0.5
109379,English,1
109382,English,0.65
109384,Slovene,0.55
109399,Swedish,0.75
10940,English,0.75
109400,Dutch,0.5
109402,Swedish,0.5
109410,German,0.55
109411,German,0.3
109416,English,1
109433,English,0.7
109434,English,0.95
109436,French,0.75
109437,English,0.6
109439,Norwegian,0.45
10944,English,1
10945,English,0.65
109454,English,0.95
109463,English,0.5
109469,Portuguese,1
109483,English,0.45
109491,English,0.45
109493,English,0.55
109494,Swedish,0.8
109496,Vietnamese,0.8
10950,Danish,0.7
109505,Tagalog,0.95
109515,Slovene,0.45
10953,English,1
109538,English,0.8
109544,English,0.7
109547,Tagalog,0.4
109553,Spanish,0.35
10956,English,0.4
109565,Swedish,0.7
109573,English,0.85
109575,Croatian,0.3
109580,Apache,0.6
109581,Bengali,1
109583,Hindi,0.45
109590,Russian,0.45
109591,German,0.45
109596,Hungarian,0.6
109601,English,0.8
109603,Swedish,0.55
109611,English,0.35
109619,English,1
109626,English,0.7
109628,Slovene,0.7
109636,Portuguese,1
109644,English,0.75
109645,Swedish,0.45
10966,English,0.65
109660,German,0.4
109661,Romanian,0.35
109662,English,0.7
109664,Chinese/Mandarin,1
109676,Hebrew,0.8
109680,English,0.9
109685,English,0.6
109688,Afrikaans,0.65
109691,English,1
109693,Swedish,0.65
109695,Afrikaans,1
109698,English,0.35
109699,Estonian,0.45
1097,Swedish,0.6
109700,German,0.75
109702,English,0.45
109704,Hebrew,0.5
109705,English,0.65
109717,English,0.55
10972,English,0.75
109720,Chinese/Mandarin,0.35
109722,English,0.55
109726,Romanian,0.4
109727,Greek,0.7
109746,Portuguese,0.95
109760,Hindi,0.55
109762,English,0.35
109766,Afrikaans,0.95
109770,Chinese/Mandarin,0.6
109774,English,0.45
109775,Romanian,0.25
109786,English,0.55
109792,English,0.7
109802,English,0.5
109803,English,0.55
109805,English,0.6
109809,Lithuanian,0.5
10981,English,0.55
109812,English,1
109825,Cebuano,0.65
10983,English,0.95
10984,English,0.85
109840,English,0.4
109848,German,0.5
109861,Portuguese,0.8
109863,English,1
109865,Japanese,0.55
10987,German,0.55
109870,Spanish,0.75
109872,English,0.65
109874,Swedish,0.6
109875,German,0.4
10988,English,0.5
109885,German,0.6
109897,English,1
109905,Italian,1
109908,Portuguese,0.9
109914,English,0.7
109918,Danish,0.95
109924,Chinese/Taiwanese/Min Nan/Hokkien,0.45
109930,French,0.5
109938,English,0.5
109939,English,0.6
10994,English,0.75
109940,Portuguese,1
109943,Swedish,0.9
109944,English,0.45
109946,Portuguese,0.8
109974,English,0.3
109976,English,0.55
109983,Italian,0.35
10999,English,0.55
110,English,0.45
110004,Swedish,0.45
110012,English,0.35
110026,Hungarian,0.55
110029,Portuguese,1
110033,English,0.7
110034,Polish,0.4
110038,English,0.55
110045,Russian,0.65
110054,Russian,0.6
110057,English,0.5
110062,English,0.7
110067,English,0.3
110068,Spanish,0.55
11008,German,0.55
110082,Romanian,0.5
110087,English,0.6
110088,English,0.4
11009,French,0.7
110098,English,0.55
110101,English,0.9
11011,English,0.4
110110,English,0.85
110114,Romanian,0.75
110123,Italian,0.6
110127,English,0.3
110133,Romanian,0.55
110139,English,0.55
11014,English,0.3
110155,German,0.95
110158,English,0.6
110169,Swedish,0.5
110171,Swedish,0.35
110174,English,0.5
110181,French,0.5
110182,Italian,0.55
110184,English,0.4
110185,English,0.55
11020,English,1
110201,German,0.5
110216,Polish,0.85
110227,German,0.7
